address_name,category_group_name,category_name,phone,place_name,place_url,road_address_name,x,y
지번:서울 중구 의주로2가 16-4,문화시설,"문화,예술 > 문화시설 > 박물관",전화번호:02-3147-2401,장소이름:서소문성지역사박물관,웹링크:http://place.map.kakao.com/198489475,도로명주소:서울 중구 칠패로 5,경도:126.969644798536,위도:37.560641395397894
지번:서울 중구 순화동 1-1,문화시설,"문화,예술 > 문화시설 > 기념관",전화번호:02-752-3363,장소이름:서울유관순기념관,웹링크:http://place.map.kakao.com/7856720,도로명주소:서울 중구 통일로4길 30-1,경도:126.970299752309,위도:37.5644131334488
지번:서울 중구 정동 32-1,문화시설,"문화,예술 > 문화시설 > 박물관",전화번호:02-2175-1964,장소이름:이화박물관,웹링크:http://place.map.kakao.com/8557277,도로명주소:서울 중구 정동길 26,경도:126.97144909650876,위도:37.56607665581958
지번:서울 중구 정동 28-5,문화시설,"문화,예술 > 문화시설 > 전시관",전화번호:02-3425-8900,장소이름:국토발전전시관,웹링크:http://place.map.kakao.com/1610551587,도로명주소:서울 중구 정동길 18,경도:126.97008485950153,위도:37.56683765958173
지번:서울 중구 정동 22,문화시설,"문화,예술 > 영화,영상 > 영화관",전화번호:02-741-9782,장소이름:서울아트시네마,웹링크:http://place.map.kakao.com/26606071,도로명주소:서울 중구 정동길 3,경도:126.96997000422864,위도:37.56816479719067
지번:서울 중구 서소문동 37,문화시설,"문화,예술 > 문화시설 > 미술관",전화번호:02-2124-8800,장소이름:서울시립미술관 서소문본관,웹링크:http://place.map.kakao.com/10507051,도로명주소:서울 중구 덕수궁길 61,경도:126.973790543874,위도:37.5641076212639
지번:서울 중구 정동 34-5,문화시설,"문화,예술 > 문화시설 > 박물관",전화번호:02-319-5578,장소이름:배재학당역사박물관,웹링크:http://place.map.kakao.com/12692417,도로명주소:서울 중구 서소문로11길 19,경도:126.972599859421,위도:37.5640064393478
지번:서울 중구 정동 34-5,문화시설,"문화,예술 > 문화시설 > 문화원",전화번호:02-3702-0601,장소이름:영국문화원 분사무소,웹링크:http://place.map.kakao.com/27375424,도로명주소:서울 중구 서소문로11길 19,경도:126.972079267039,위도:37.5638333260871
지번:서울 중구 정동 5-1,문화시설,"문화,예술 > 문화시설 > 미술관",전화번호:02-2022-0600,장소이름:국립현대미술관 덕수궁,웹링크:http://place.map.kakao.com/7836503,도로명주소:서울 중구 세종대로 99,경도:126.973740099183,위도:37.5659384342432
지번:서울 중구 정동 8-11,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-751-1500,장소이름:국립정동극장,웹링크:http://place.map.kakao.com/8060966,도로명주소:서울 중구 정동길 43,경도:126.972775755916,위도:37.5658589281598
지번:서울 중구 정동 8-11,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-751-1500,장소이름:정동극장 야외마당,웹링크:http://place.map.kakao.com/286548081,도로명주소:서울 중구 정동길 43,경도:126.972811963329,위도:37.5658949763444
지번:서울 중구 정동 10-1,관광명소,"여행 > 관광,명소 > 테마거리",전화번호:02-771-9951,장소이름:고종의길,웹링크:http://place.map.kakao.com/450093031,도로명주소:서울 중구 덕수궁길 83,경도:126.972675463746,위도:37.5677363101102
지번:서울 중구 정동 1-23,문화시설,"문화,예술 > 문화시설 > 박물관",전화번호:02-725-1180,장소이름:구세군역사박물관,웹링크:http://place.map.kakao.com/1631116379,도로명주소:서울 중구 덕수궁길 130,경도:126.97394312358352,위도:37.56799455177643
지번:서울 중구 남대문로5가 831,문화시설,"문화,예술 > 문화시설 > 전시관",전화번호:1522-1796,장소이름:그라운드시소 센트럴,웹링크:http://place.map.kakao.com/1875653630,도로명주소:서울 중구 세종대로 14,경도:126.974399370837,위도:37.5578314113011
지번:서울 중구 남대문로4가 20-6,문화시설,"문화,예술 > 문화시설 > 박물관",전화번호:02-3788-9468,장소이름:문구아트박물관,웹링크:http://place.map.kakao.com/1072166185,도로명주소:서울 중구 남대문로 6-2,경도:126.976485554858,위도:37.5603744589307
지번:서울 중구 남대문로4가 17-11,문화시설,"문화,예술 > 문화시설 > 전시관",전화번호:02-775-6681,장소이름:벤로갤러리,웹링크:http://place.map.kakao.com/1768178995,도로명주소:서울 중구 남대문로 5,경도:126.976403935112,위도:37.5607852972062
지번:서울 중구 정동 5-1,관광명소,"여행 > 관광,명소 > 도보여행",전화번호:02-751-0734,장소이름:덕수궁돌담길,웹링크:http://place.map.kakao.com/23209304,도로명주소:서울 중구 세종대로 지하 101,경도:126.975664628917,위도:37.564976582796
지번:서울 중구 정동 5-1,관광명소,"여행 > 관광,명소 > 문화유적 > 고궁,궁",전화번호:02-771-9951,장소이름:덕수궁,웹링크:http://place.map.kakao.com/10305191,도로명주소:서울 중구 세종대로 99,경도:126.974894754989,위도:37.5655638710672
지번:서울 중구 정동 5-1,문화시설,"문화,예술 > 문화시설 > 전시관",전화번호:02-771-9951,장소이름:궁중유물전시관,웹링크:http://place.map.kakao.com/8709445,도로명주소:서울 중구 세종대로 99,경도:126.974890221394,위도:37.5655818900246
지번:서울 중구 정동 3-7,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-751-1500,장소이름:국립정동극장 세실,웹링크:http://place.map.kakao.com/11731415,도로명주소:서울 중구 세종대로19길 16,경도:126.97590401119,위도:37.5667642080192
지번:서울 중구 태평로1가 61-27,문화시설,"문화,예술 > 문화시설 > 미술관",전화번호:02-736-7833,장소이름:아트조선스페이스,웹링크:http://place.map.kakao.com/494004358,도로명주소:서울 중구 세종대로21길 30,경도:126.97589460754,위도:37.5678454010722
지번:서울 중구 태평로1가 62-12,문화시설,"문화,예술 > 문화시설 > 박물관",전화번호:02-2151-7677,장소이름:한국금융사박물관,웹링크:http://place.map.kakao.com/12110587,도로명주소:서울 중구 세종대로 135-5,경도:126.976410528269,위도:37.568591529702
지번:서울 중구 남창동 194,문화시설,"문화,예술 > 문화시설 > 전시관",전화번호:02-318-3233,장소이름:피크닉,웹링크:http://place.map.kakao.com/225473638,도로명주소:서울 중구 퇴계로6가길 30,경도:126.97812881011951,위도:37.55694738165452
지번:서울 중구 태평로2가 23,관광명소,"여행 > 관광,명소 > 온천",전화번호:02-310-7800,장소이름:더벨스파,웹링크:http://place.map.kakao.com/27390814,도로명주소:서울 중구 소공로 119,경도:126.9780914738,위도:37.5646382835128
지번:서울 중구 태평로1가 60-6,문화시설,"문화,예술 > 문화시설 > 전시관",전화번호:02-736-8050,장소이름:서울도시건축전시관,웹링크:http://place.map.kakao.com/107324777,도로명주소:서울 중구 세종대로 119,경도:126.97670535593808,위도:37.56690492421112
지번:서울 중구 태평로1가 31,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-739-5225,장소이름:서울시민청 바스락홀,웹링크:http://place.map.kakao.com/748166001,도로명주소:서울 중구 세종대로 110,경도:126.978563388844,위도:37.5668778859271
지번:서울 중구 태평로1가 31,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-739-0056,장소이름:시민청 활짝라운지,웹링크:http://place.map.kakao.com/27143902,도로명주소:서울 중구 세종대로 110,경도:126.978656787988,위도:37.566818797519
지번:서울 중구 남대문로5가 471,문화시설,"문화,예술 > 문화시설 > 기념관",전화번호:02-3789-1016,장소이름:안중근의사기념관,웹링크:http://place.map.kakao.com/11106477,도로명주소:서울 중구 소월로 91,경도:126.980407931726,위도:37.55352399072
지번:서울 중구 회현동1가 산 1-2,문화시설,"문화,예술 > 문화시설 > 전시관",전화번호:02-311-1276,장소이름:서울특별시교육청융합과학교육원 남산분원,웹링크:http://place.map.kakao.com/10155812,도로명주소:서울 중구 소파로 46,경도:126.98094182272716,위도:37.55459806753188
지번:서울 중구 남대문로3가 110,문화시설,"문화,예술 > 문화시설 > 전시관",전화번호:02-759-4706,장소이름:한국은행 아카이브,웹링크:http://place.map.kakao.com/1302546469,도로명주소:서울 중구 남대문로 39,경도:126.979847813627,위도:37.5616481891386
지번:서울 중구 남대문로3가 110,문화시설,"문화,예술 > 문화시설 > 박물관",전화번호:02-759-4114,장소이름:한국은행 화폐박물관,웹링크:http://place.map.kakao.com/8691199,도로명주소:서울 중구 남대문로 39,경도:126.980523397494,위도:37.5620978998462
지번:서울 중구 다동 10,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-6441-3951,장소이름:CKL스테이지,웹링크:http://place.map.kakao.com/910453874,도로명주소:서울 중구 청계천로 40,경도:126.981318589692,위도:37.5685815964224
지번:서울 중구 회현동1가 203,문화시설,"문화,예술 > 문화시설 > 박물관",전화번호:02-2002-5090,장소이름:우리은행 은행사박물관,웹링크:http://place.map.kakao.com/10705584,도로명주소:서울 중구 소공로 51,경도:126.981664986647,위도:37.5592401206899
지번:서울 중구 충무로1가 21-1,문화시설,"문화,예술 > 문화시설 > 박물관",전화번호:02-6450-5600,장소이름:우표박물관,웹링크:http://place.map.kakao.com/11562199,도로명주소:서울 중구 소공로 70,경도:126.98208990250843,위도:37.56190353259943
지번:서울 중구 명동2가 83-5,문화시설,"문화,예술 > 영화,영상 > 영화관 > CGV",전화번호:1544-1122,장소이름:CGV 명동,웹링크:http://place.map.kakao.com/25121674,도로명주소:서울 중구 명동길 14,경도:126.982583010911,위도:37.5634929642429
지번:서울 중구 소공동 7,문화시설,"문화,예술 > 영화,영상 > 영화관 > 롯데시네마",전화번호:1544-8855,장소이름:롯데시네마 에비뉴엘,웹링크:http://place.map.kakao.com/11082743,도로명주소:서울 중구 남대문로 73,경도:126.981844846266,위도:37.5642965417763
지번:서울 중구 남대문로2가 130,문화시설,"문화,예술 > 문화시설 > 전시관",전화번호:02-501-9544,장소이름:그라운드시소 명동,웹링크:http://place.map.kakao.com/516939602,도로명주소:서울 중구 남대문로 73,경도:126.98192069531612,위도:37.56423888965341
지번:서울 중구 다동 10,문화시설,"문화,예술 > 문화시설 > 전시관",전화번호:02-729-9594,장소이름:하이커그라운드,웹링크:http://place.map.kakao.com/520168372,도로명주소:서울 중구 청계천로 40,경도:126.981418201295,위도:37.5685753051734
지번:서울 중구 남산동1가 20,문화시설,"문화,예술 > 문화시설 > 박물관",전화번호:02-753-4075,장소이름:초전섬유퀼트박물관,웹링크:http://place.map.kakao.com/8097876,도로명주소:서울 중구 퇴계로18길 66,경도:126.984232119295,위도:37.5581448789131
지번:서울 중구 남산동2가 6-2,문화시설,"문화,예술 > 문화시설 > 미술관",전화번호:02-3789-3872,장소이름:비디갤러리,웹링크:http://place.map.kakao.com/27380654,도로명주소:서울 중구 퇴계로18길 9,경도:126.985630554983,위도:37.5604227779338
지번:서울 중구 충무로2가 65-9,문화시설,"문화,예술 > 영화,영상 > 영화관 > CGV",전화번호:1544-1122,장소이름:CGV 명동역 씨네라이브러리,웹링크:http://place.map.kakao.com/27572008,도로명주소:서울 중구 퇴계로 123,경도:126.98543344554172,위도:37.56132014660064
지번:서울 중구 명동2가 50-14,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-739-8288,장소이름:명동난타극장,웹링크:http://place.map.kakao.com/12526895,도로명주소:서울 중구 명동길 26,경도:126.983751090997,위도:37.5634679028825
지번:서울 중구 을지로2가 11,문화시설,"문화,예술 > 문화시설 > 전시관",전화번호:02-6353-6665,장소이름:미래기술 체험관 티움,웹링크:http://place.map.kakao.com/12697270,도로명주소:서울 중구 을지로 65,경도:126.985099651856,위도:37.5665314677789
지번:서울 중구 수하동 66,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-6353-8558,장소이름:페럼타워 페럼홀,웹링크:http://place.map.kakao.com/18809282,도로명주소:서울 중구 을지로5길 19,경도:126.984130644256,위도:37.5670034633584
지번:서울 중구 남산동2가 18-9,문화시설,"문화,예술 > 문화시설 > 전시관",전화번호:02-318-5979,장소이름:눈내리는명동,웹링크:http://place.map.kakao.com/200817698,도로명주소:서울 중구 퇴계로20길 31,경도:126.986205809524,위도:37.5588190718841
지번:서울 중구 저동1가 20-2,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-3789-9640,장소이름:삼일로창고극장,웹링크:http://place.map.kakao.com/7926624,도로명주소:서울 중구 삼일대로9길 12,경도:126.987984230554,위도:37.5634539936501
지번:서울 중구 명동2가 1-1,문화시설,"문화,예술 > 문화시설 > 박물관",전화번호:02-6949-1890,장소이름:천주교 서울대교구 역사관,웹링크:http://place.map.kakao.com/860220539,도로명주소:서울 중구 명동길 74,경도:126.986467540083,위도:37.5634826614344
지번:서울 중구 예장동 4-1,문화시설,"문화,예술 > 문화시설 > 기념관",전화번호:02-755-0610,장소이름:이회영기념관,웹링크:http://place.map.kakao.com/1613673516,도로명주소:서울 중구 퇴계로26길 36,경도:126.988930989999,위도:37.5598789313451
지번:서울 중구 충무로3가 57-8,문화시설,"문화,예술 > 문화시설 > 미술관",전화번호:02-2261-5055,장소이름:충무로갤러리,웹링크:http://place.map.kakao.com/1118823699,도로명주소:서울 중구 퇴계로27길 28,경도:126.991618738372,위도:37.5623613988475
지번:서울 중구 초동 18-5,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-2274-2121,장소이름:명보아트홀,웹링크:http://place.map.kakao.com/2035051836,도로명주소:서울 중구 마른내로 47,경도:126.993208758748,위도:37.5646995866903
지번:서울 중구 필동2가 128-22,문화시설,"문화,예술 > 문화시설 > 전시관",전화번호:02-2273-9301,장소이름:서진아트스페이스,웹링크:http://place.map.kakao.com/1588499544,도로명주소:서울 중구 필동로8길 22,경도:126.99490721975872,위도:37.55514009442538
지번:서울 중구 필동2가 128-22,문화시설,"문화,예술 > 문화시설 > 미술관",전화번호:02-593-1140,장소이름:세컨드에비뉴갤러리,웹링크:http://place.map.kakao.com/1337120885,도로명주소:서울 중구 필동로8길 22,경도:126.994925328399,위도:37.555125679242
지번:서울 중구 필동2가 84-1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-6358-5500,장소이름:서울남산국악당,웹링크:http://place.map.kakao.com/7940113,도로명주소:서울 중구 퇴계로34길 28,경도:126.993562423498,위도:37.5586539187088
지번:서울 중구 필동2가 19-1,문화시설,"문화,예술 > 영화,영상 > 영화관",전화번호:02-3393-3500,장소이름:대한극장,웹링크:http://place.map.kakao.com/10558665,도로명주소:서울 중구 퇴계로 212,경도:126.9953674605078,위도:37.56116418086468
지번:서울 중구 필동3가 39-20,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:0507-1410-7595,장소이름:공간하제,웹링크:http://place.map.kakao.com/12312233,도로명주소:서울 중구 필동로1길 10-6,경도:126.996477907926,위도:37.5583612175936
지번:서울 중구 을지로4가 323,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-2288-2864,장소이름:푸르지오아트홀,웹링크:http://place.map.kakao.com/1818696928,도로명주소:서울 중구 을지로 170,경도:126.997328727022,위도:37.5661395435934
지번:서울 중구 을지로4가 32,문화시설,"문화,예술 > 문화시설 > 전시관",전화번호:0507-1391-5231,장소이름:을지로OF,웹링크:http://place.map.kakao.com/1555038746,도로명주소:서울 중구 창경궁로5길 31,경도:126.99625338742652,위도:37.566918875861425
지번:서울 중구 주교동 148-1,문화시설,"문화,예술 > 문화시설 > 전시관",전화번호:031-949-8154,장소이름:더소소,웹링크:http://place.map.kakao.com/1331538439,도로명주소:서울 중구 청계천로 172-1,경도:126.996830597947,위도:37.5683848128985
지번:서울 중구 장충동2가 산 14-67,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-2280-4114,장소이름:국립극장,웹링크:http://place.map.kakao.com/11330151,도로명주소:서울 중구 장충단로 59,경도:126.999569956338,위도:37.5528192329617
지번:서울 중구 장충동2가 산 14-67,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-2280-4114,장소이름:국립극장 달오름극장,웹링크:http://place.map.kakao.com/8215045,도로명주소:서울 중구 장충단로 59,경도:127.000027160769,위도:37.5531399890378
지번:서울 중구 장충동2가 산 14-67,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-2280-4115,장소이름:국립극장 KB국민은행청소년하늘극장,웹링크:http://place.map.kakao.com/8191152,도로명주소:서울 중구 장충단로 59,경도:127.00042551711708,위도:37.552859777890085
지번:서울 중구 장충동2가 산 14-67,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-2280-4260,장소이름:국립극장 무용단,웹링크:http://place.map.kakao.com/10136132,도로명주소:서울 중구 장충단로 59,경도:126.999569956338,위도:37.5528192329617
지번:서울 중구 장충동2가 산 14-67,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-2280-4269,장소이름:국립극장 국악관현악단,웹링크:http://place.map.kakao.com/8218713,도로명주소:서울 중구 장충단로 59,경도:126.999579009889,위도:37.5528192329943
지번:서울 중구 장충동2가 산 14-67,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-2280-4003,장소이름:국립극장 운영지원부장,웹링크:http://place.map.kakao.com/8829577,도로명주소:서울 중구 장충단로 59,경도:126.999569956462,위도:37.5527976090085
지번:서울 중구 장충동2가 산 14-67,문화시설,"문화,예술 > 문화시설 > 박물관",전화번호:02-2280-5806,장소이름:공연예술박물관,웹링크:http://place.map.kakao.com/17567796,도로명주소:서울 중구 장충단로 59,경도:127.000475318511,위도:37.5539364702609
지번:서울 중구 장충동2가 산 14-67,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-2280-4114,장소이름:국립극장 별오름극장,웹링크:http://place.map.kakao.com/8190001,도로명주소:서울 중구 장충단로 59,경도:127.000522851911,위도:37.55415811553343
지번:서울 중구 충무로5가 19-8,문화시설,"문화,예술 > 문화시설 > 전시관",전화번호:02-2285-0422,장소이름:갤러리어스,웹링크:http://place.map.kakao.com/1737794767,도로명주소:서울 중구 창경궁로 2-1,경도:126.998777608812,위도:37.5627265936127
지번:서울 중구 장충동2가 201,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-2250-8000,장소이름:반얀트리클럽앤스파서울 크리스탈볼룸,웹링크:http://place.map.kakao.com/23520899,도로명주소:서울 중구 장충단로 60,경도:127.00117692824908,위도:37.55069827809386
지번:서울 중구 장충동2가 193-68,문화시설,"문화,예술 > 문화시설 > 박물관",전화번호:02-2270-3140,장소이름:앰배서더박물관 의종관,웹링크:http://place.map.kakao.com/27122082,도로명주소:서울 중구 동호로25길 38-5,경도:127.001733911623,위도:37.5595803064798
지번:서울 중구 장충동2가 192-5,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-2260-8563,장소이름:동국대학교 서울캠퍼스 이해랑예술극장,웹링크:http://place.map.kakao.com/14920014,도로명주소:서울 중구 필동로1길 30,경도:127.003309315842,위도:37.5583152728918
지번:서울 중구 장충동2가 193-5,문화시설,"문화,예술 > 문화시설 > 전시관",전화번호:02-2278-9856,장소이름:파라다이스집,웹링크:http://place.map.kakao.com/269603045,도로명주소:서울 중구 동호로 268-8,경도:127.003834521115,위도:37.5595009692068
지번:서울 중구 장충동1가 62-35,문화시설,"문화,예술 > 문화시설 > 박물관",전화번호:02-2279-7901,장소이름:종이나라박물관,웹링크:http://place.map.kakao.com/12283982,도로명주소:서울 중구 장충단로 166,경도:127.006211303255,위도:37.5596558395786
지번:서울 중구 을지로6가 21-31,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-6352-6736,장소이름:V SPACE,웹링크:http://place.map.kakao.com/1863672858,도로명주소:서울 중구 을지로 264,경도:127.006990550174,위도:37.5657609485183
지번:서울 중구 을지로6가 18-21,관광명소,"여행 > 관광,명소 > 도자기,도예촌",전화번호:02-2118-8804,장소이름:백호한국도자기,웹링크:http://place.map.kakao.com/15371516,도로명주소:서울 중구 장충단로 247,경도:127.007407185821,위도:37.5667736426042
지번:서울 중구 을지로6가 18-21,문화시설,"문화,예술 > 영화,영상 > 영화관 > 메가박스",전화번호:1544-0070,장소이름:메가박스 동대문,웹링크:http://place.map.kakao.com/8334053,도로명주소:서울 중구 장충단로 247,경도:127.00759281850102,위도:37.5667763337993
지번:서울 중구 을지로6가 17-2,문화시설,"문화,예술 > 영화,영상 > 영화관 > CGV",전화번호:1544-1122,장소이름:CGV 동대문,웹링크:http://place.map.kakao.com/793127848,도로명주소:서울 중구 장충단로13길 20,경도:127.00768809872343,위도:37.56872428046827
지번:서울 중구 신당동 353-8,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-2234-3687,장소이름:뮤지컬하우스호연재,웹링크:http://place.map.kakao.com/27437901,도로명주소:서울 중구 다산로 91,경도:127.008474094105,위도:37.5525594422156
지번:서울 중구 을지로7가 143,문화시설,"문화,예술 > 문화시설 > 전시관",전화번호:02-6262-4166,장소이름:테테루 뮤지엄,웹링크:http://place.map.kakao.com/285414333,도로명주소:서울 중구 을지로 281,경도:127.00972296583336,위도:37.56602384595415
지번:서울 중구 을지로7가 2-1,문화시설,"문화,예술 > 문화시설 > 전시관",전화번호:1833-4321,장소이름:동대문디자인플라자 디자인전시관,웹링크:http://place.map.kakao.com/25753389,도로명주소:서울 중구 을지로 281,경도:127.00953969743,위도:37.5667951134511
지번:서울 중구 을지로7가 2-1,문화시설,"문화,예술 > 문화시설 > 박물관",전화번호:02-2153-0000,장소이름:동대문디자인플라자 배움터 디자인박물관,웹링크:http://place.map.kakao.com/25671884,도로명주소:서울 중구 을지로 281,경도:127.009539689617,위도:37.5667338457298
지번:서울 중구 을지로7가 2-1,문화시설,"문화,예술 > 문화시설 > 전시관",전화번호:02-6361-3427,장소이름:동대문역사문화공원 디자인갤러리,웹링크:http://place.map.kakao.com/17183489,도로명주소:서울 중구 을지로 281,경도:127.009874777061,위도:37.5670653846654
지번:서울 중구 신당동 853,문화시설,"문화,예술 > 문화시설 > 전시관",전화번호:02-2153-0000,장소이름:동대문디자인플라자(DDP) 동대문역사관1398,웹링크:http://place.map.kakao.com/25754179,도로명주소:서울 중구 을지로 281,경도:127.011536427721,위도:37.5671156897561
지번:서울 중구 신당동 853,문화시설,"문화,예술 > 문화시설 > 기념관",전화번호:02-2153-0201,장소이름:동대문역사문화공원 동대문운동장기념관,웹링크:http://place.map.kakao.com/11667032,도로명주소:서울 중구 을지로 281,경도:127.01116073789268,위도:37.56781489861205
지번:서울 중구 신당동 853,문화시설,"문화,예술 > 문화시설 > 전시관",전화번호:02-2153-0000,장소이름:동대문디자인플라자 이간수문전시장,웹링크:http://place.map.kakao.com/25754176,도로명주소:서울 중구 을지로 281,경도:127.010875523754,위도:37.5680203522575
지번:서울 중구 흥인동 131,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-2230-6600,장소이름:충무아트센터 대극장,웹링크:http://place.map.kakao.com/1934809750,도로명주소:서울 중구 퇴계로 387,경도:127.014809696157,위도:37.5660269214363
지번:서울 중구 흥인동 131,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-2230-6600,장소이름:충무아트센터 중극장 블랙,웹링크:http://place.map.kakao.com/17343787,도로명주소:서울 중구 퇴계로 387,경도:127.014809694016,위도:37.5660161094843
지번:서울 중구 흥인동 131,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",전화번호:02-2230-6600,장소이름:충무아트센터 소극장 블루,웹링크:http://place.map.kakao.com/8095099,도로명주소:서울 중구 퇴계로 387,경도:127.014777991033,위도:37.5659656576795
