address_name,category_group_code,category_group_name,category_name,distance,id,phone,place_name,place_url,road_address_name,x,y
서울 중구 만리동2가 273,FD6,음식점,"음식점 > 양식 > 스테이크,립",,148925726,02-313-6692,스탠딩스테이크 공덕점,http://place.map.kakao.com/148925726,서울 중구 만리재로 175,126.96294864316329,37.55221515779402
서울 중구 만리동2가 273,,,"가정,생활 > 식품판매 > 정육점",,80689063,02-393-1303,하나로축산 만리재점,http://place.map.kakao.com/80689063,서울 중구 만리재로 175,126.96290339230772,37.55218180665653
서울 중구 만리동2가 273,CE7,카페,음식점 > 카페 > 커피전문점 > 이디야커피,,1039040428,02-363-6848,이디야커피 만리동고개점,http://place.map.kakao.com/1039040428,서울 중구 만리재로 175,126.96276763639736,37.55208896112274
서울 중구 만리동2가 231-3,FD6,음식점,음식점 > 치킨,,221446583,02-313-3770,다코기 만리점,http://place.map.kakao.com/221446583,서울 중구 만리재로 175,126.962776716744,37.5520349040988
서울 중구 만리동2가 226-1,,,"가정,생활 > 반려동물 > 반려동물미용",,16732092,02-313-4445,김쌤애견,http://place.map.kakao.com/16732092,서울 중구 만리재로 175,126.96294865208401,37.55219713783498
서울 중구 만리동2가 273,,,부동산 > 주거시설 > 아파트 > 아파트 동,,26769735,,서울역센트럴자이아파트 114동,http://place.map.kakao.com/26769735,서울 중구 만리재로 175,126.96269289145476,37.55219705729591
서울 중구 만리동2가 273,,,"가정,생활 > 미용 > 미용실",,942263849,02-363-0919,토끼네미용실,http://place.map.kakao.com/942263849,서울 중구 만리재로 175,126.96288076890592,37.55216107659041
서울 중구 만리동2가 226-1,FD6,음식점,음식점 > 분식,,80670124,02-364-3311,신림동정통계란말이김밥 만리점,http://place.map.kakao.com/80670124,서울 중구 만리재로 175,126.96301198944177,37.55227194053407
서울 중구 만리동2가 273,,,"가정,생활 > 미용 > 미용실",,145814548,010-2644-9829,에이룸헤어,http://place.map.kakao.com/145814548,서울 중구 만리재로 175,126.96268619343404,37.55201235057384
서울 중구 만리동2가 176-1,AG2,중개업소,부동산 > 부동산서비스 > 부동산중개업소,,80767525,,천지부동산,http://place.map.kakao.com/80767525,서울 중구 만리재로 175,126.962635278116,37.5519916115161
서울 중구 만리동2가 226-1,,,"가정,생활 > 미용 > 네일샵",,1323808119,02-313-0401,앙떼떼네일 만리점,http://place.map.kakao.com/1323808119,서울 중구 만리재로 175,126.96292940274213,37.55221875574733
서울 중구 만리동2가 226-1,CE7,카페,음식점 > 카페,,1338179256,02-313-3113,그린스미스,http://place.map.kakao.com/1338179256,서울 중구 만리재로 175,126.96297464917438,37.55226111685411
서울 중구 만리동2가 176-180,,,"스포츠,레저 > 스포츠용품",,705948710,,영원프라자,http://place.map.kakao.com/705948710,서울 중구 만리재로 159,126.964077578206,37.5532282284187
서울 중구 만리동2가 273,AG2,중개업소,부동산 > 부동산서비스 > 부동산중개업소,,1047165649,02-363-1544,천지자이공인중개사사무소,http://place.map.kakao.com/1047165649,서울 중구 만리재로 175,126.962737119097,37.5520123666561
서울 중구 만리동2가 273,,,부동산 > 주거시설 > 아파트,,26308995,,서울역센트럴자이아파트,http://place.map.kakao.com/26308995,서울 중구 만리재로 175,126.9632574928214,37.554724533455605
서울 중구 만리동2가 218-2,SC4,학교,"교육,학문 > 학교 > 고등학교",,8171078,02-390-7113,환일고등학교,http://place.map.kakao.com/8171078,서울 중구 환일길 47,126.96206055758046,37.55388172200771
서울 중구 만리동2가 218-2,SC4,학교,"교육,학문 > 학교 > 중학교",,8166639,02-390-7211,환일중학교,http://place.map.kakao.com/8166639,서울 중구 환일길 47,126.962775949564,37.553577412433
서울 중구 만리동2가 37-1,,,"교통,수송 > 입출구",,1142964882,,서울역센트럴자이아파트 정문,http://place.map.kakao.com/1142964882,서울 중구 만리재로 175,126.964070005939,37.5548572301628
서울 중구 만리동2가 218-105,,,"부동산 > 주거시설 > 빌라,주택",,1059648102,,만리동예술인협동조합,http://place.map.kakao.com/1059648102,서울 중구 만리재로27길 69,126.962087560231,37.5541943769211
서울 중구 만리동2가 218-2,,,"교육,학문 > 학교부속시설",,10976297,02-390-7205,환일고등학교 행정실,http://place.map.kakao.com/10976297,서울 중구 환일길 47,126.9618456122105,37.55372578011894
서울 중구 만리동2가 273,,,"서비스,산업 > 관리,운영 > 건물관리사무소",,825912513,02-362-9951,서울역센트럴자이아파트 관리사무소,http://place.map.kakao.com/825912513,서울 중구 만리재로 175,126.963907039358,37.5548535764684
서울 중구 만리동2가 273,,,"사회,공공기관 > 단체,협회 > 사회복지시설 > 아동복지시설",,1184589002,,우리동네키움센터 중구 8호점,http://place.map.kakao.com/1184589002,서울 중구 만리재로 175,126.962888620565,37.5545847634461
서울 중구 만리동2가 273,BK9,은행,"금융,보험 > 금융서비스 > 은행 > ATM",,1924694820,,하나은행365 서울역센트럴자이아파트,http://place.map.kakao.com/1924694820,서울 중구 만리재로 175,126.963551008256,37.5539047164562
서울 중구 만리동2가 218-2,,,"교육,학문 > 학교부속시설",,11471512,02-390-7211,환일중학교 행정실,http://place.map.kakao.com/11471512,서울 중구 환일길 47,126.96277143170735,37.55355939105095
서울 중구 만리동2가 218-126,,,"사회,공공기관 > 단체,협회",,312352703,,만리동형동조합,http://place.map.kakao.com/312352703,서울 중구 만리재로27길 69,126.962078501494,37.5542042849877
서울 중구 만리동2가 176-1,,,"가정,생활 > 미용 > 미용실",,20743266,,영미용실,http://place.map.kakao.com/20743266,서울 중구 만리재로 175,126.963535802152,37.5549183342371
서울 중구 만리동2가 176-1,,,"서비스,산업 > 건설,건축 > 종합건설사",,25136131,02-362-7525,유탑엔지니어링 현장사무소,http://place.map.kakao.com/25136131,서울 중구 만리재로 175,126.963920894572,37.5542841501354
서울 중구 만리동2가 218-2,,,"교육,학문 > 학교부속시설",,9632901,02-390-7211,환일중학교 교무실,http://place.map.kakao.com/9632901,서울 중구 환일길 47,126.962780476384,37.55357741386
서울 중구 만리동2가 218-105,,,"문화,예술 > 음악",,881546422,02-793-4844,제이뮤직,http://place.map.kakao.com/881546422,서울 중구 만리재로27길 69,126.9620875634261,37.554188069937574
서울 중구 만리동2가 273,AG2,중개업소,부동산 > 부동산서비스 > 부동산중개업소,,212055589,,서울역자이 공인중개사사무소,http://place.map.kakao.com/212055589,서울 중구 만리재로 175,126.964029780062,37.5537832285713
서울 중구 만리동2가 2,,,"스포츠,레저 > 수영,수상 > 수영장",,5955723,02-364-8877,봉래체육문화센터,http://place.map.kakao.com/5955723,서울 중구 손기정로 73,126.96372314401351,37.55600049005831
서울 중구 만리동2가 48-10,PK6,주차장,"교통,수송 > 교통시설 > 주차장",,1006677709,,서울역센트럴자이아파트 주차장,http://place.map.kakao.com/1006677709,서울 중구 만리재로 175,126.963386100544,37.5555597982224
서울 중구 만리동2가 273,AC5,학원,"교육,학문 > 학원 > 수학학원 > 플레이팩토",,934494975,010-2686-5208,플레이팩토 매쓰,http://place.map.kakao.com/934494975,서울 중구 만리재로 175,126.963252732335,37.5552002587446
서울 중구 만리동2가 2-2,,,여행 > 공원시설물,,18059817,,손기정체육공원 생활정보관,http://place.map.kakao.com/18059817,서울 중구 손기정로 101,126.963829730237,37.5555815588992
서울 중구 만리동2가 273,,,부동산 > 주거시설 > 아파트 > 아파트 동,,26769108,,서울역센트럴자이아파트 108동,http://place.map.kakao.com/26769108,서울 중구 만리재로 175,126.96286665874364,37.55551008113542
서울 중구 만리동2가 48-10,,,"교통,수송 > 입출구",,423188181,,서울역센트럴자이아파트 주차장입구,http://place.map.kakao.com/423188181,서울 중구 만리재로 175,126.963458559745,37.5555021568241
서울 중구 중림동 393-3,,,"문화,예술 > 종교 > 기독교 > 교회",,10505167,02-392-6442,서문밖교회,http://place.map.kakao.com/10505167,서울 중구 중림로4길 32,126.964032398086,37.5577548265694
서울 중구 중림동 395-2,,,"부동산 > 주거시설 > 빌라,주택",,542067922,,궁전빌라2차,http://place.map.kakao.com/542067922,서울 중구 중림로2길 26,126.963356588601,37.5580483438582
서울 중구 중림동 393-1,,,"가정,생활 > 슈퍼마켓",,15996451,02-392-8896,중림알뜰슈퍼,http://place.map.kakao.com/15996451,서울 중구 중림로2길 21-32,126.96395872682818,37.55797554842513
서울 중구 중림동 398-1,CS2,편의점,"가정,생활 > 편의점 > GS25",,20038396,02-3147-0243,GS25 충정로사랑점,http://place.map.kakao.com/20038396,서울 중구 서소문로 8,126.962936232335,37.5589942596331
서울 중구 중림동 401-1,,,"가정,생활 > 가구판매 > 에이스침대",,27150129,02-313-1539,에이스침대 아현중앙점,http://place.map.kakao.com/27150129,서울 중구 손기정로1길 30,126.961705050986,37.5585974280096
서울 중구 중림동 400-6,FD6,음식점,"음식점 > 한식 > 육류,고기 > 곱창,막창",,27119857,02-913-1641,마포대도소곱창,http://place.map.kakao.com/27119857,서울 중구 손기정로1길 42,126.96226626169,37.558900343723
서울 중구 중림동 398-6,HP8,병원,"의료,건강 > 병원 > 내과",,989344704,02-365-1175,충정로연세내과의원,http://place.map.kakao.com/989344704,서울 중구 서소문로 12,126.963339164399,37.5589619495388
서울 중구 중림동 400-7,FD6,음식점,"음식점 > 한식 > 해물,생선",,166104597,02-363-0990,e문어세상 충정로직영점,http://place.map.kakao.com/166104597,서울 중구 손기정로1길 46,126.962433765954,37.558900397137
서울 중구 중림동 401-4,FD6,음식점,음식점 > 한식,,550581873,010-2769-0195,오공일,http://place.map.kakao.com/550581873,서울 중구 손기정로1길 38,126.962055776988,37.5588462164421
서울 중구 중림동 731-1,,,"교통,수송 > 지하철,전철 > 지하철출구",,8097531,,충정로역 2호선 5번출구,http://place.map.kakao.com/8097531,,126.963873336314,37.5590269859811
서울 중구 중림동 398-8,FD6,음식점,"음식점 > 술집 > 호프,요리주점",,1953532677,,우이락 충정로점,http://place.map.kakao.com/1953532677,서울 중구 서소문로 14,126.963587016438,37.558980947176
서울 중구 중림동 400-15,FD6,음식점,"음식점 > 한식 > 육류,고기",,1536966308,02-365-7792,한우정육마당 충정로점,http://place.map.kakao.com/1536966308,서울 중구 손기정로1길 50,126.96267481246046,37.5589482264297
서울 중구 중림동 398-9,HP8,병원,"의료,건강 > 병원 > 이비인후과",,1341553011,02-363-3788,충정로수이비인후과의원,http://place.map.kakao.com/1341553011,서울 중구 중림로2길 6,126.963565565573,37.5588719199135
서울 중구 중림동 397-2,,,"서비스,산업 > 정보통신 > SK텔레콤 > SKT대리점",,25598198,02-393-6611,T world 윈윈대리점충정로,http://place.map.kakao.com/25598198,서울 중구 중림로 2-1,126.963936751154,37.5589549256032
서울 중구 중림동 397-14,,,여행 > 숙박,,143494745,,시스앤브로JL,http://place.map.kakao.com/143494745,서울 중구 중림로2길 13-3,126.96366871638634,37.55854579074941
서울 중구 중림동 398-10,,,"부동산 > 주거시설 > 고시원,고시텔",,1202911563,,위드하우스,http://place.map.kakao.com/1202911563,서울 중구 중림로2길 6-1,126.963443380316,37.5587745744608
서울 중구 중림동 398-1,,,"가정,생활 > 반려동물 > 반려동물용품",,243404308,02-363-1112,서울렙타일,http://place.map.kakao.com/243404308,서울 중구 서소문로 8,126.96285588082503,37.55898342241745
서울 중구 중림동 398-16,PM9,약국,"의료,건강 > 약국",,2102246293,02-363-9066,충청로조은약국,http://place.map.kakao.com/2102246293,서울 중구 중림로2길 16,126.9633178927865,37.55848801845945
서울 중구 중림동 400-12,,,"부동산 > 주거시설 > 고시원,고시텔",,11810391,02-393-1502,싱글하우스 충정로점,http://place.map.kakao.com/11810391,서울 중구 서소문로2길 10,126.96258328825132,37.558647264434896
서울 중구 중림동 398-6,PM9,약국,"의료,건강 > 약국",,9744443,02-392-7855,건강백세약국,http://place.map.kakao.com/9744443,서울 중구 서소문로 12,126.9632803057519,37.55897364420999
서울 중구 중림동 398-6,,,"부동산 > 주거시설 > 고시원,고시텔",,20555321,02-312-9111,웰빙원룸고시텔,http://place.map.kakao.com/20555321,서울 중구 서소문로 12,126.963339148507,37.5589943854279
서울 중구 중림동 398-1,FD6,음식점,음식점 > 치킨 > 계림원,,106101699,02-3147-0777,계림원 충정로역점,http://place.map.kakao.com/106101699,서울 중구 서소문로 8,126.96290002051148,37.558983436295435
서울 중구 중림동 398-8,HP8,병원,"의료,건강 > 병원 > 치과",,15233093,02-312-1077,연세미래치과의원,http://place.map.kakao.com/15233093,서울 중구 서소문로 14,126.963606246734,37.5590016760374
서울 중구 중림동 398-2,,,"가정,생활 > 슈퍼마켓",,9894612,02-393-2608,우리농산물할인마트,http://place.map.kakao.com/9894612,서울 중구 서소문로 10,126.963144484693,37.558987116847
서울 중구 중림동 397-17,,,"가정,생활 > 이발소",,15950845,02-362-2506,동일,http://place.map.kakao.com/15950845,서울 중구 중림로2길 5,126.963715015391,37.5587602422988
서울 중구 중림동 400-14,,,"가정,생활 > 여가시설 > 뽑기방",,1689464407,010-5778-8245,중림뽑기당,http://place.map.kakao.com/1689464407,서울 중구 손기정로1길 48,126.962588782287,37.5589770311074
서울 중구 중림동 397-2,CE7,카페,음식점 > 카페,,519022597,,카페투샷,http://place.map.kakao.com/519022597,서울 중구 중림로 2-1,126.96399559841157,37.5589666565248
서울 중구 중림동 397-2,FD6,음식점,음식점 > 분식,,654749911,02-392-9281,파더스김밥앤카페 충정로역점,http://place.map.kakao.com/654749911,서울 중구 중림로 2-1,126.963929960436,37.5589549235288
서울 중구 중림동 398-16,,,"부동산 > 주거시설 > 빌라,주택",,1835821464,,충정빌라,http://place.map.kakao.com/1835821464,서울 중구 중림로2길 16,126.963317892787,37.5584880184594
서울 중구 중림동 398-7,FD6,음식점,음식점 > 술집 > 일본식주점,,1522970095,,토리덴,http://place.map.kakao.com/1522970095,서울 중구 서소문로 12-1,126.963486301042,37.558952985163
서울 중구 중림동 397-2,FD6,음식점,"음식점 > 간식 > 떡,한과",,10000874,02-364-3515,중림떡집,http://place.map.kakao.com/10000874,서울 중구 중림로 2-1,126.963941273089,37.5589657389491
서울 중구 중림동 401-1,,,"가정,생활 > 가구판매",,10731225,02-3147-1187,장수돌침대 아현점,http://place.map.kakao.com/10731225,서울 중구 손기정로1길 34,126.96186343419718,37.55872722285658
서울 중구 중림동 397-20,,,"가정,생활 > 슈퍼마켓",,20525734,02-392-0678,제미니슈퍼,http://place.map.kakao.com/20525734,서울 중구 중림로 2,126.963764698676,37.5589981207845
서울 중구 중림동 398-1,,,"스포츠,레저 > 당구 > 당구장,포켓볼",,695560615,,라이온당구,http://place.map.kakao.com/695560615,서울 중구 서소문로 8,126.96294189751671,37.55898164745263
서울 중구 중림동 398-6,FD6,음식점,"음식점 > 한식 > 해물,생선 > 회",,15335445,,해미수산,http://place.map.kakao.com/15335445,서울 중구 서소문로 12,126.963339164399,37.5589619495388
서울 중구 중림동 398-25,,,"부동산 > 주거시설 > 빌라,주택",,530226839,,중림하이츠빌라,http://place.map.kakao.com/530226839,서울 중구 서소문로2길 7,126.962892206135,37.5587653925483
서울 중구 중림동 398-1,,,"가정,생활 > 여가시설 > 노래방",,16035801,,에이스노래연습장,http://place.map.kakao.com/16035801,서울 중구 서소문로 8,126.96293623769,37.5589834476702
서울 중구 중림동 398-6,FD6,음식점,음식점 > 한식 > 해장국 > 일품양평해장국,,1588516379,02-365-5047,일품양평해장국 충정로역점,http://place.map.kakao.com/1588516379,서울 중구 서소문로 12,126.963339165281,37.5589601475449
서울 중구 중림동 398-1,FD6,음식점,음식점 > 치킨 > 치킨마루,,17040816,02-365-0016,치킨마루 충정로점,http://place.map.kakao.com/17040816,서울 중구 서소문로 8,126.962972456652,37.5589798550461
서울 중구 중림동 398-7,HP8,병원,"의료,건강 > 병원 > 치과",,10731429,02-362-7932,장치과의원,http://place.map.kakao.com/10731429,서울 중구 서소문로 12-1,126.96346145541783,37.55884305583418
서울 중구 중림동 401-3,,,"가정,생활 > 가구판매",,10588777,,노송가구 아현점,http://place.map.kakao.com/10588777,서울 중구 손기정로1길 36,126.961976585021,37.5587813191756
서울 중구 중림동 400-17,,,"가정,생활 > 미용 > 미용실",,18230189,070-8117-2090,은혜헤어,http://place.map.kakao.com/18230189,서울 중구 서소문로2길 8,126.9626624810529,37.558711260299134
서울 중구 중림동 397-2,,,"가정,생활 > 세탁소",,15460101,02-392-8910,희망사,http://place.map.kakao.com/15460101,서울 중구 중림로 2-1,126.964022780784,37.5589261199429
서울 중구 중림동 400-6,,,"언론,미디어 > 신문",,1919511126,02-393-7435,석간문화일보 중부지국,http://place.map.kakao.com/1919511126,서울 중구 손기정로1길 42,126.962252689353,37.5588823194432
서울 중구 중림동 398-9,,,이슈 > 백신접종 > 위탁의료기관,,2001532438,,코로나19 충정로수이비인후과의원 위탁의료기관,http://place.map.kakao.com/2001532438,서울 중구 중림로2길 6,126.96356556557296,37.5588719199135
서울 중구 중림동 398-1,,,"가정,생활 > 식품판매 > 정육점",,15570344,,동물농장 중림점,http://place.map.kakao.com/15570344,서울 중구 서소문로 8,126.963049402136,37.5590123150459
서울 중구 중림동 398-16,,,"부동산 > 주거시설 > 고시원,고시텔",,1360042895,,정명고시텔,http://place.map.kakao.com/1360042895,서울 중구 중림로2길 16,126.963384677467,37.5584682172525
서울 중구 만리동2가 288,,,"가정,생활 > 미용 > 미용실 > 제오헤어",,666665712,02-362-8002,제오헤어 서울역 서울로점,http://place.map.kakao.com/666665712,서울 중구 만리재로 177,126.96604957717766,37.5544496639878
서울 중구 만리동2가 273,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",,163685731,02-363-3731,GS더프레시 서울역센트럴자이점,http://place.map.kakao.com/163685731,서울 중구 만리재로 175,126.9652224204804,37.554171014933914
서울 중구 만리동2가,PO3,공공기관,"사회,공공기관 > 지방행정기관 > 행정복지센터 > 동행정복지센터",,8559658,02-3396-6920,중림동주민센터,http://place.map.kakao.com/8559658,서울 중구 만리재로 175,126.9644367172,37.5547888653597
서울 중구 만리동2가 288,CS2,편의점,"가정,생활 > 편의점 > CU",,324248340,02-392-6610,CU 서울역한라비발디점,http://place.map.kakao.com/324248340,서울 중구 만리재로 177,126.96611858711178,37.55450464467341
서울 중구 만리동2가 288,BK9,은행,"금융,보험 > 금융서비스 > 은행 > 새마을금고",,1066689824,02-392-6440,중림.만리새마을금고 만리점지점,http://place.map.kakao.com/1066689824,서울 중구 만리재로 177,126.96575426260692,37.5543099240447
서울 중구 만리동2가 288,,,"가정,생활 > 식품판매 > 반찬가게 > 슈퍼키친",,677934398,02-313-6002,슈퍼키친 서울역센트럴점,http://place.map.kakao.com/677934398,서울 중구 만리재로 177,126.96566592136725,37.554456761031645
서울 중구 만리동2가 273,CE7,카페,음식점 > 카페 > 커피전문점 > 투썸플레이스,,765473217,02-363-5558,투썸플레이스 서울역센트럴자이점,http://place.map.kakao.com/765473217,서울 중구 만리재로 175,126.96527447598352,37.55417823823729
서울 중구 만리동2가 176-40,,,"교육,학문 > 학습시설 > 도서관 > 작은도서관",,1309016827,02-362-9951,서울역센트럴자이아파트작은도서관,http://place.map.kakao.com/1309016827,서울 중구 만리재로 175,126.96419844466874,37.55369948703185
서울 중구 만리동2가 273,,,"가정,생활 > 문구,사무용품 > 무인문구점 > 문구방구",,311715539,1533-7959,문구방구 만리점,http://place.map.kakao.com/311715539,서울 중구 만리재로 175,126.96466244323814,37.553702329797275
서울 중구 만리동2가 273,CE7,카페,음식점 > 카페 > 테마카페 > 디저트카페,,1183373896,010-2116-9054,킷사텐 서울역센트럴자이점,http://place.map.kakao.com/1183373896,서울 중구 만리재로 175,126.964875135224,37.5538492559177
서울 중구 만리동2가 288,PM9,약국,"의료,건강 > 약국",,1459090945,02-363-3383,서울수약국,http://place.map.kakao.com/1459090945,서울 중구 만리재로 177,126.9659296051933,37.5544712533767
서울 중구 만리동2가 288,FD6,음식점,음식점 > 치킨 > 깐부치킨,,2075730333,02-313-0725,깐부치킨 서울역만리재길점,http://place.map.kakao.com/2075730333,서울 중구 만리재로 177,126.96573835464511,37.55444957408992
서울 중구 만리동2가 288,CE7,카페,음식점 > 카페 > 커피전문점 > 메가MGC커피,,1248265200,02-313-5493,메가MGC커피 서울역한라비발디점,http://place.map.kakao.com/1248265200,서울 중구 만리재로 177,126.966003143574,37.5545226314452
서울 중구 만리동2가 11-4,FD6,음식점,"음식점 > 간식 > 떡,한과",,983066272,010-8930-2297,은하수케이크,http://place.map.kakao.com/983066272,서울 중구 만리재로 183,126.96635168560496,37.554583999132745
서울 중구 만리동2가 11-1,FD6,음식점,음식점 > 한식,,413360680,02-392-1991,고흥식당,http://place.map.kakao.com/413360680,서울 중구 만리재로 185,126.96673415902,37.5546922272373
서울 중구 만리동2가 273,HP8,병원,"가정,생활 > 반려동물 > 동물병원",,1781612662,,백슬동물병원,http://place.map.kakao.com/1781612662,서울 중구 만리재로 175,126.96462849500924,37.55369601265355
서울 중구 만리동2가 273,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 어린이집",,8298031,02-312-8718,만리어린이집,http://place.map.kakao.com/8298031,서울 중구 만리재로 175,126.96410903636412,37.553706667871275
서울 중구 만리동2가 273,FD6,음식점,음식점 > 중식 > 중국요리,,832272385,02-363-3737,탕화쿵푸마라탕 만리동점,http://place.map.kakao.com/832272385,,126.96473373186207,37.55372127207269
서울 중구 만리동2가 288,HP8,병원,"의료,건강 > 병원 > 일반의원",,1586024013,02-394-2325,로빈슨기념의원,http://place.map.kakao.com/1586024013,서울 중구 만리재로 177,126.96606538201324,37.554536164315245
서울 중구 만리동2가 11-1,,,"가정,생활 > 슈퍼마켓",,16035611,02-392-7737,스마일마트,http://place.map.kakao.com/16035611,서울 중구 만리재로 185,126.96653500334928,37.554630903114095
서울 중구 만리동2가 176-43,FD6,음식점,음식점 > 한식 > 국수,,214105461,02-313-0055,서계동국수집,http://place.map.kakao.com/214105461,서울 중구 만리재로 161,126.964464514302,37.5534499909929
서울 중구 만리동1가 62-7,PK6,주차장,"교통,수송 > 교통시설 > 주차장",,1528761887,,서울역디오빌 주차장,http://place.map.kakao.com/1528761887,서울 중구 만리재로 193,126.96702158384615,37.55476618967892
서울 중구 만리동2가 288,,,"스포츠,레저 > 스포츠시설 > 헬스클럽",,1270167031,,좋은습관 PT STUDIO 서울역,http://place.map.kakao.com/1270167031,서울 중구 만리재로 177,126.96562742307827,37.55449999771637
서울 중구 만리동2가 273,FD6,음식점,음식점 > 분식,,1007856221,02-313-1552,고씨네메밀공방 서울역센트럴자이점,http://place.map.kakao.com/1007856221,서울 중구 만리재로 175,126.96483780490627,37.55381500688845
서울 중구 만리동2가 273,FD6,음식점,"음식점 > 간식 > 제과,베이커리 > 뚜레쥬르",,213876952,02-6405-6790,뚜레쥬르 서울역센트럴자이점,http://place.map.kakao.com/213876952,서울 중구 만리재로 175,126.96513759229012,37.554062870181404
서울 중구 만리동2가 273,AG2,중개업소,부동산 > 부동산서비스 > 부동산중개업소,,754785118,02-313-4001,자이최고공인중개사사무소,http://place.map.kakao.com/754785118,서울 중구 만리재로 175,126.96492717569133,37.5538880142945
서울 중구 만리동2가 273,CE7,카페,음식점 > 카페 > 테마카페 > 디저트카페,,844543351,,달달해자이24시,http://place.map.kakao.com/844543351,서울 중구 만리재로 175,126.96520538193448,37.55430615958222
서울 중구 만리동2가 288,FD6,음식점,음식점 > 치킨 > 명가통닭,,392515213,02-362-9292,명가통닭 서울역만리점,http://place.map.kakao.com/392515213,서울 중구 만리재로 177,126.96587075582467,37.55447123638091
서울 중구 만리동2가 11-4,AG2,중개업소,부동산 > 부동산서비스 > 부동산중개업소,,256888424,02-365-0800,자이스타킴공인중개사사무소,http://place.map.kakao.com/256888424,서울 중구 만리재로 183,126.966351685605,37.5545839991327
서울 중구 만리동2가 288,,,"가정,생활 > 식품판매 > 정육점",,1530537619,,한라축산,http://place.map.kakao.com/1530537619,서울 중구 만리재로 177,126.96585039640122,37.554446002557114
서울 중구 만리동2가 288,,,"스포츠,레저 > 스포츠시설 > 헬스클럽",,1153697560,010-4846-1530,좋은습관PT 서울역점,http://place.map.kakao.com/1153697560,서울 중구 만리재로 177,126.965601372833,37.5545450400235
