id,title,keyword,X,Y,road_address,place_url,
1139097680,진단학회창립터,관광명소,126.9860445,37.58023932,서울 종로구 계동 98,http://place.map.kakao.com/1139097680,
26625231,민영환자결터,관광명소,126.9840311,37.57214363,서울 종로구 공평동 1,http://place.map.kakao.com/26625231,
25027904,의금부 터,관광명소,126.9822622,37.57052609,서울 종로구 공평동 100,http://place.map.kakao.com/25027904,
879152373,충무공 이순신 백의종군로 출발지,관광명소,126.9824546,37.57041079,서울 종로구 공평동 100-19,http://place.map.kakao.com/879152373,
836403827,근우회 터,관광명소,126.9832694,37.57141101,서울 종로구 공평동 17,http://place.map.kakao.com/836403827,
1085974696,육의전터,관광명소,126.9832617,37.57059381,서울 종로구 공평동 70-4,http://place.map.kakao.com/1085974696,
25730252,청계천,관광명소,126.9893056,37.56815011,서울 종로구 관수동,http://place.map.kakao.com/25730252,
1760146954,한국천주교회창립터 표지석,관광명소,126.989507,37.56836457,서울 종로구 관수동 152-2,http://place.map.kakao.com/1760146954,
22017010,굴보쌈골목,관광명소,126.99113,37.5699018,서울 종로구 관수동 43-2,http://place.map.kakao.com/22017010,
798012525,여행자지원센터 안내소,관광명소,126.9873484,37.5684031,서울 종로구 관철동 10-2,http://place.map.kakao.com/798012525,
1099532197,서울의료관광헬프데스크,관광명소,126.9871412,37.56862742,서울 종로구 관철동 10-2,http://place.map.kakao.com/1099532197,
1077299979,밤을 걷는 밤 14화(종로),관광명소,126.985991,37.56956613,서울 종로구 관철동 13-1,http://place.map.kakao.com/1077299979,
1158493656,조선일보창간사옥터,관광명소,126.9840397,37.56889734,서울 종로구 관철동 268,http://place.map.kakao.com/1158493656,
1075973848,대한천일은행본점터,관광명소,126.9840736,37.56888834,서울 종로구 관철동 268,http://place.map.kakao.com/1075973848,
839448202,척화비있던곳,관광명소,126.9834735,37.57002351,서울 종로구 관철동 291-2,http://place.map.kakao.com/839448202,
8138423,젊음의거리,관광명소,126.985733,37.56923453,서울 종로구 관철동 32,http://place.map.kakao.com/8138423,
27068488,한화불꽃길,관광명소,126.9880559,37.56817162,서울 종로구 관철동 37-9,http://place.map.kakao.com/27068488,
8182822,관철동불닭골목,관광명소,126.9844653,37.56903976,서울 종로구 관철동 42-3,http://place.map.kakao.com/8182822,
1131720825,3.1운동기념터 보신각앞,관광명소,126.9836773,37.56976225,서울 종로구 관철동 45-3,http://place.map.kakao.com/1131720825,
7899027,보신각터,관광명소,126.9836456,37.56976765,서울 종로구 관철동 45-5,http://place.map.kakao.com/7899027,
26563941,서울도보관광코스 인사동~운현궁코스,관광명소,126.9841699,37.57392672,서울 종로구 관훈동,http://place.map.kakao.com/26563941,
8053121,인사동거리,관광명소,126.985619,37.57336108,서울 종로구 관훈동,http://place.map.kakao.com/8053121,
1048516858,민주주의민족전선 사무실 터,관광명소,126.9842873,37.5755287,서울 종로구 관훈동 112-4,http://place.map.kakao.com/1048516858,
1048218411,옛 신민당 터,관광명소,126.9839024,37.57560974,서울 종로구 관훈동 117-2,http://place.map.kakao.com/1048218411,
889625100,충훈부터,관광명소,126.9838572,37.57546557,서울 종로구 관훈동 118-2,http://place.map.kakao.com/889625100,
10739841,북인사관광안내소,관광명소,126.9835085,37.57538984,서울 종로구 관훈동 130-3,http://place.map.kakao.com/10739841,
1073197038,한남서림 터,관광명소,126.9856178,37.57359894,서울 종로구 관훈동 18,http://place.map.kakao.com/1073197038,
11300694,이율곡선생살던집터,관광명소,126.9851074,37.57309792,서울 종로구 관훈동 197-28,http://place.map.kakao.com/11300694,
66105607,태화관길,관광명소,126.9853746,37.57275603,서울 종로구 관훈동 198-32,http://place.map.kakao.com/66105607,
1087652892,죽동궁 터,관광명소,126.9844498,37.57253111,서울 종로구 관훈동 198-42,http://place.map.kakao.com/1087652892,
21273056,인사동 문화의거리,관광명소,126.9855916,37.57454678,서울 종로구 관훈동 30-1,http://place.map.kakao.com/21273056,
26419371,정명당,관광명소,126.9857502,37.57417199,서울 종로구 관훈동 30-13,http://place.map.kakao.com/26419371,
7984319,쌈지길,관광명소,126.9847313,37.57435206,서울 종로구 관훈동 38,http://place.map.kakao.com/7984319,
1107278717,쌈지샛길,관광명소,126.9847268,37.57433044,서울 종로구 관훈동 38,http://place.map.kakao.com/1107278717,
25623277,낙원동아구찜거리,관광명소,126.9881185,37.57339379,서울 종로구 낙원동,http://place.map.kakao.com/25623277,
1859752981,서울명예도로 송해길,관광명소,126.9891692,37.57162434,서울 종로구 낙원동 146-2,http://place.map.kakao.com/1859752981,
8066861,조광조선생살던집터,관광명소,126.9875762,37.57369557,서울 종로구 낙원동 278-1,http://place.map.kakao.com/8066861,
133553180,락희거리,관광명소,126.9882771,37.5722117,서울 종로구 낙원동 289-7,http://place.map.kakao.com/133553180,
8080068,지석영선생집터,관광명소,126.9875569,37.57411273,서울 종로구 낙원동 5-2,http://place.map.kakao.com/8080068,
779729325,돈녕부터,관광명소,126.9888497,37.57400924,서울 종로구 낙원동 58-8,http://place.map.kakao.com/779729325,
924441213,돈의동갈매기살골목,관광명소,126.9908806,37.57312734,서울 종로구 돈의동,http://place.map.kakao.com/924441213,
565427508,김상옥열사의상,관광명소,127.0029978,37.58040409,서울 종로구 동숭동,http://place.map.kakao.com/565427508,
853306737,서울대문리대터,관광명소,127.0023605,37.58052393,서울 종로구 동숭동 1-124,http://place.map.kakao.com/853306737,
10139951,구서울대학교 본관,관광명소,127.0029571,37.57999324,서울 종로구 동숭동 1-130,http://place.map.kakao.com/10139951,
780362623,장경교터,관광명소,127.0025699,37.57974637,서울 종로구 동숭동 1-130,http://place.map.kakao.com/780362623,
7825699,대학로거리,관광명소,127.0034236,37.58265296,서울 종로구 동숭동 1-151,http://place.map.kakao.com/7825699,
237313598,안창호선생 흉상,관광명소,127.0021624,37.58229259,서울 종로구 동숭동 1-28,http://place.map.kakao.com/237313598,
8193420,구공업전습소 본관,관광명소,127.0026864,37.57853543,서울 종로구 동숭동 169-1,http://place.map.kakao.com/8193420,
1180286620,낙산정,관광명소,127.0077606,37.57987949,서울 종로구 동숭동 50-141,http://place.map.kakao.com/1180286620,
17980223,낙산공원 제2전망광장,관광명소,127.0067385,37.58247622,서울 종로구 동숭동 산 2-10,http://place.map.kakao.com/17980223,
17558075,낙산공원 제1전망광장,관광명소,127.0074087,37.58164726,서울 종로구 동숭동 산 2-32,http://place.map.kakao.com/17558075,
1167905903,3.1독립운동기념터 중앙학림,관광명소,126.9976902,37.5906574,서울 종로구 명륜1가 2-12,http://place.map.kakao.com/1167905903,
791141769,흥덕사터,관광명소,126.9981771,37.59057182,서울 종로구 명륜1가 2-42,http://place.map.kakao.com/791141769,
19700777,장면가옥,관광명소,126.9996286,37.58760486,서울 종로구 명륜1가 36-1,http://place.map.kakao.com/19700777,
8023185,우암송시열집터,관광명소,126.9969429,37.59070784,서울 종로구 명륜1가 5-99,http://place.map.kakao.com/8023185,
797004688,어유구집터,관광명소,127.0003215,37.58422344,서울 종로구 명륜2가 21-26,http://place.map.kakao.com/797004688,
765291339,경성여자의학전문학교터,관광명소,127.0004506,37.58496135,서울 종로구 명륜2가 4,http://place.map.kakao.com/765291339,
26558865,동네골목길관광코스 13코스(명륜동),관광명소,126.9959831,37.58423148,서울 종로구 명륜3가,http://place.map.kakao.com/26558865,
26563963,서울도보관광코스 성균관유생들의이야기,관광명소,126.9959241,37.58567306,서울 종로구 명륜3가,http://place.map.kakao.com/26563963,
8393139,숭보사,관광명소,126.9963951,37.58658128,서울 종로구 명륜3가 15-1,http://place.map.kakao.com/8393139,
12678084,종로관성묘,관광명소,126.9952084,37.58796516,서울 종로구 명륜3가 51,http://place.map.kakao.com/12678084,
17091814,성균관,관광명소,126.9958969,37.58582803,서울 종로구 명륜3가 53,http://place.map.kakao.com/17091814,
12721154,서울문묘의은행나무,관광명소,126.995906,37.58586768,서울 종로구 명륜3가 53,http://place.map.kakao.com/12721154,
8362509,서울문묘와성균관,관광명소,126.9955482,37.58586767,서울 종로구 명륜3가 53,http://place.map.kakao.com/8362509,
